state_cd,state_name,county_cd,county_nm,year,pop,pop_use_gw,Total_gw,c12,c30,c48,c63,c79,c95,c112,c129,c146,c163,c180,c191,c197,c209,c221,c233,c250,c260
1,Alabama,1,Autauga County,1985,34300.0,26860.0,63149.02,,,,2.02,,,0.0,,,,0.0,,,,,,,
1,Alabama,1,Autauga County,1990,34220.0,33100.0,69313.3,,,,1.3,,,0.0,,,,0.0,,,,,,,
1,Alabama,1,Autauga County,1995,39380.0,36100.0,77484.59,4.96,0.25,0.0,1.84,0.0,0.0,0.0,0.0,,,0.0,,0.19,0.0,,0.35,,
1,Alabama,1,Autauga County,2000,43671.00000000001,39300.0,84974.91000000002,,,,1.69,0.0,,,,0.0,0.0,0.14,0.08,,,0.0,,,
1,Alabama,1,Autauga County,2005,48611.99999999999,,50629.02,3.18,,,1.66,0.0,,,,0.0,0.0,0.29,0.09,,,,2.4,2.4,0.0
1,Alabama,1,Autauga County,2010,54571.00000000001,,56603.89,5.09,,,9.89,0.0,,,,0.0,0.0,0.09,0.06,,,,2.88,2.88,0.0
1,Alabama,1,Autauga County,2015,55347.0,,57377.670000000006,3.64,,,1.83,0.0,,,,0.0,0.0,1.4,0.08,,,,3.36,3.36,0.0
1,Alabama,3,Baldwin County,1985,88900.0,80080.0,170969.15,,,,0.09,,,0.0,,,,0.06,,,,,,,
1,Alabama,3,Baldwin County,1990,98280.0,90690.0,190964.34000000003,,,,0.1,,,0.0,,,,0.24,,,,,,,
1,Alabama,3,Baldwin County,1995,120200.0,66250.0,188486.25,12.03,4.05,0.0,0.01,0.0,0.0,0.0,0.0,,,0.24,,0.37,0.07,,20.48,,
1,Alabama,3,Baldwin County,2000,140415.0,107609.0,250029.45,,,,0.79,0.0,,,,0.0,0.0,0.44,0.22,,,0.0,,,
1,Alabama,3,Baldwin County,2005,162586.0,,164690.96,21.59,,,0.0,0.0,,,,0.0,0.0,0.63,0.2,,,,36.77,36.77,0.0
1,Alabama,3,Baldwin County,2010,182265.0,,184366.93999999997,22.97,,,0.0,0.0,,,,0.0,0.0,0.21,0.16,,,,32.3,32.3,0.0
1,Alabama,3,Baldwin County,2015,203709.0,,205846.36000000004,23.67,,,0.0,0.0,,,,0.0,0.0,0.22,0.13,,,,47.17,47.17,0.0
1,Alabama,5,Barbour County,1985,25500.0,25390.0,52881.009999999995,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,5,Barbour County,1990,25420.0,25160.0,52576.009999999995,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,5,Barbour County,1995,26470.0,25320.0,53797.66,4.52,0.09,0.0,0.94,0.0,0.0,0.0,0.0,,,0.0,,0.18,0.21,,0.72,,
1,Alabama,5,Barbour County,2000,29038.0,22266.0,53311.619999999995,,,,0.94,0.0,,,,0.0,0.0,0.41,0.27,,,0.0,,,
1,Alabama,5,Barbour County,2005,28414.0,,30433.090000000004,4.15,,,1.18,0.0,,,,0.0,0.0,0.82,0.14,,,,0.9,0.9,0.0
1,Alabama,5,Barbour County,2010,27456.999999999996,,29479.929999999997,4.15,,,1.58,0.0,,,,0.0,0.0,0.13,0.15,,,,0.46,0.46,0.0
1,Alabama,5,Barbour County,2015,26489.0,,28516.329999999998,3.23,,,1.5,0.0,,,,0.0,0.0,0.3,0.16,,,,0.57,0.57,0.0
1,Alabama,7,Bibb County,1985,16800.0,15150.0,33943.02,,,,0.01,,,0.0,,,,0.01,,,,,,,
1,Alabama,7,Bibb County,1990,16580.0,16410.0,34988.02,,,,0.01,,,0.0,,,,0.01,,,,,,,
1,Alabama,7,Bibb County,1995,17940.0,13240.0,33185.5,2.05,0.35,0.02,0.0,0.0,0.0,0.0,0.0,,,0.01,,0.07,0.0,,0.0,,
1,Alabama,7,Bibb County,2000,20826.0,17926.0,40760.13,,,,0.0,0.0,,,,0.0,0.0,0.09,0.04,,,0.0,,,
1,Alabama,7,Bibb County,2005,21516.0,,23533.42,4.16,,,0.0,0.0,,,,0.0,0.0,0.17,0.03,,,,0.03,0.03,0.0
1,Alabama,7,Bibb County,2010,22915.0,,24939.54,4.89,,,0.0,0.0,,,,0.0,0.0,0.36,0.03,,,,0.63,0.63,0.0
1,Alabama,7,Bibb County,2015,22583.000000000004,,24611.54,5.18,,,0.0,0.0,,,,0.0,0.0,0.27,0.03,,,,0.03,0.03,0.0
1,Alabama,9,Blount County,1985,37000.0,12120.0,51115.87,,,,0.83,,,0.0,,,,0.04,,,,,,,
1,Alabama,9,Blount County,1990,39250.0,15640.0,56890.93,,,,0.92,,,0.0,,,,0.01,,,,,,,
1,Alabama,9,Blount County,1995,42720.0,28660.0,73388.62999999999,2.38,0.81,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,,0.43,0.0,,0.0,,
1,Alabama,9,Blount County,2000,51023.99999999999,36700.0,89734.66999999998,,,,0.0,0.0,,,,0.0,0.0,0.14,0.53,,,0.0,,,
1,Alabama,9,Blount County,2005,55725.0,,57744.07000000001,2.74,,,0.0,0.0,,,,0.0,0.0,0.27,0.46,,,,0.3,0.3,0.0
1,Alabama,9,Blount County,2010,57321.99999999999,,59345.27,2.44,,,0.0,0.0,,,,0.0,0.0,0.12,0.47,,,,0.12,0.12,0.0
1,Alabama,9,Blount County,2015,57673.0,,59701.979999999996,2.78,,,0.0,0.0,,,,0.0,0.0,0.37,0.43,,,,0.2,0.2,0.0
1,Alabama,11,Bullock County,1985,10700.0,10500.0,23197.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,11,Bullock County,1990,11040.0,10820.0,23862.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,11,Bullock County,1995,11150.0,10880.0,24038.940000000002,1.79,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.13,0.0,,0.0,,
1,Alabama,11,Bullock County,2000,11714.0,10543.0,24269.11,,,,0.0,0.0,,,,0.0,0.0,0.03,0.08,,,0.0,,,
1,Alabama,11,Bullock County,2005,11055.0,,13077.2,2.04,,,0.0,0.0,,,,0.0,0.0,0.04,0.06,,,,1.53,1.53,0.0
1,Alabama,11,Bullock County,2010,10914.000000000002,,12938.970000000003,2.3,,,0.0,0.0,,,,0.0,0.0,0.04,0.05,,,,0.29,0.29,0.0
1,Alabama,11,Bullock County,2015,10696.0,,12727.01,2.11,,,0.0,0.0,,,,0.0,0.0,0.0,0.06,,,,0.92,0.92,0.0
1,Alabama,13,Butler County,1985,22200.0,17460.0,41659.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,13,Butler County,1990,21890.0,19980.0,43874.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,13,Butler County,1995,21800.0,18590.0,42401.8,2.2,0.24,0.0,0.21,0.0,0.0,0.0,0.0,,,0.0,,0.15,0.0,,0.0,,
1,Alabama,13,Butler County,2000,21399.0,19174.0,42587.38,,,,0.25,0.0,,,,0.0,0.0,0.0,0.13,,,0.0,,,
1,Alabama,13,Butler County,2005,20766.0,,22788.530000000002,3.0,,,0.31,0.0,,,,0.0,0.0,0.0,0.14,,,,0.04,0.04,0.0
1,Alabama,13,Butler County,2010,20947.0,,22974.2,2.7,,,0.3,0.0,,,,0.0,0.0,0.0,0.16,,,,0.02,0.02,0.0
1,Alabama,13,Butler County,2015,20154.0,,22185.629999999997,2.28,,,0.2,0.0,,,,0.0,0.0,0.0,0.13,,,,0.01,0.01,0.0
1,Alabama,15,Calhoun County,1985,124600.0,116660.0,243261.78999999998,,,,0.79,,,0.0,,,,0.0,,,,,,,
1,Alabama,15,Calhoun County,1990,116030.0,106810.0,224846.8,,,,0.8,,,0.0,,,,0.0,,,,,,,
1,Alabama,15,Calhoun County,1995,117260.0,100000.0,219293.78000000003,20.73,0.74,0.0,1.11,0.0,0.0,0.0,0.0,,,0.0,,0.19,0.0,,0.01,,
1,Alabama,15,Calhoun County,2000,112249.0,84450.0,198716.56,,,,1.28,0.0,,,,0.0,0.0,0.1,0.18,,,0.0,,,
1,Alabama,15,Calhoun County,2005,112141.0,,114183.16,19.75,,,1.1,0.0,,,,0.0,0.0,0.19,0.12,,,,0.0,0.0,0.0
1,Alabama,15,Calhoun County,2010,118572.0,,120620.0,20.83,,,0.97,0.0,,,,0.0,0.0,0.07,0.13,,,,0.0,0.0,0.0
1,Alabama,15,Calhoun County,2015,115620.0,,117674.82999999999,22.47,,,1.15,0.0,,,,0.0,0.0,0.06,0.15,,,,0.0,0.0,0.0
1,Alabama,17,Chambers County,1985,40400.0,0.0,42403.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,17,Chambers County,1990,36880.0,0.0,38888.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,17,Chambers County,1995,37260.0,0.0,39273.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.12,0.0,,0.0,,
1,Alabama,17,Chambers County,2000,36583.0,500.0,39101.08,,,,0.0,0.0,,,,0.0,0.0,0.0,0.08,,,0.0,,,
1,Alabama,17,Chambers County,2005,35460.0,,37483.40000000001,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.08,,,,0.16,0.16,0.0
1,Alabama,17,Chambers County,2010,34215.0,,36243.409999999996,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.07,,,,0.17,0.17,0.0
1,Alabama,17,Chambers County,2015,34123.00000000001,,36156.23,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.09,,,,0.07,0.07,0.0
1,Alabama,19,Cherokee County,1985,20100.0,180.0,22285.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,19,Cherokee County,1990,19540.0,280.0,21830.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,19,Cherokee County,1995,21040.0,9880.0,32935.799999999996,0.16,0.46,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.12,0.0,,0.06,,
1,Alabama,19,Cherokee County,2000,23988.000000000004,10000.0,36008.12,,,,0.0,0.0,,,,0.0,0.0,0.0,0.12,,,0.0,,,
1,Alabama,19,Cherokee County,2005,24522.0,,26549.13,2.02,,,0.0,0.0,,,,0.0,0.0,0.0,0.11,,,,0.0,0.0,0.0
1,Alabama,19,Cherokee County,2010,25989.0,,28021.65,2.53,,,0.0,0.0,,,,0.0,0.0,0.01,0.11,,,,0.0,0.0,0.0
1,Alabama,19,Cherokee County,2015,25859.0,,27896.59,2.43,,,0.0,0.0,,,,0.0,0.0,0.0,0.16,,,,0.0,0.0,0.0
1,Alabama,21,Chilton County,1985,31400.0,8990.0,42397.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,21,Chilton County,1990,32460.0,16850.0,51322.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,21,Chilton County,1995,34910.0,13220.0,50150.520000000004,1.91,0.95,0.0,0.49,0.0,0.0,0.0,0.0,,,0.0,,0.16,0.0,,0.01,,
1,Alabama,21,Chilton County,2000,39593.0,14900.0,56515.759999999995,,,,0.49,0.0,,,,0.0,0.0,0.16,0.11,,,0.0,,,
1,Alabama,21,Chilton County,2005,41744.0,,43775.079999999994,2.55,,,0.0,0.0,,,,0.0,0.0,0.32,0.09,,,,0.56,0.56,0.0
1,Alabama,21,Chilton County,2010,43643.0,,45680.73,3.06,,,0.35,0.0,,,,0.0,0.0,0.01,0.07,,,,1.12,1.12,0.0
1,Alabama,21,Chilton County,2015,43943.00000000001,,45983.69000000001,2.51,,,0.39,0.0,,,,0.0,0.0,0.06,0.07,,,,0.33,0.33,0.0
1,Alabama,23,Choctaw County,1985,17100.0,8900.0,28010.809999999998,,,,0.0,,,0.0,,,,1.81,,,,,,,
1,Alabama,23,Choctaw County,1990,16020.0,9350.0,27385.29,,,,0.0,,,0.0,,,,1.29,,,,,,,
1,Alabama,23,Choctaw County,1995,16079.999999999998,8860.0,26961.97,1.06,0.54,0.0,0.0,0.0,0.0,0.0,0.0,,,1.29,,0.08,0.0,,0.0,,
1,Alabama,23,Choctaw County,2000,15922.0,7468.999999999999,25415.699999999997,,,,0.0,0.0,,,,0.0,0.0,0.65,0.05,,,0.0,,,
1,Alabama,23,Choctaw County,2005,14807.0,,16837.34,1.3,,,0.0,0.0,,,,0.0,0.0,0.0,0.04,,,,0.0,0.0,0.0
1,Alabama,23,Choctaw County,2010,13859.000000000002,,15894.400000000003,1.36,,,0.0,0.0,,,,0.0,0.0,0.0,0.04,,,,0.0,0.0,0.0
1,Alabama,23,Choctaw County,2015,13170.0,,15210.26,1.21,,,0.0,0.0,,,,0.0,0.0,0.0,0.03,,,,0.01,0.01,0.0
1,Alabama,25,Clarke County,1985,28000.0,20270.0,50281.44,,,,0.11,,,0.0,,,,0.33,,,,,,,
1,Alabama,25,Clarke County,1990,27240.0,10790.0,40046.46,,,,0.1,,,0.0,,,,0.36,,,,,,,
1,Alabama,25,Clarke County,1995,27990.0,7000.0,37012.78999999999,0.98,0.39,0.0,0.0,0.0,0.0,0.0,0.0,,,0.36,,0.06,0.0,,0.0,,
1,Alabama,25,Clarke County,2000,27866.999999999996,12231.0,42124.28,,,,0.0,0.0,,,,0.0,0.0,0.24,0.04,,,0.0,,,
1,Alabama,25,Clarke County,2005,27269.000000000004,,29302.310000000005,2.13,,,0.0,0.0,,,,0.0,0.0,0.11,0.03,,,,0.02,0.02,0.0
1,Alabama,25,Clarke County,2010,25833.000000000004,,27871.670000000002,2.25,,,0.0,0.0,,,,0.0,0.0,0.35,0.03,,,,0.02,0.02,0.0
1,Alabama,25,Clarke County,2015,24675.0,,26719.420000000002,2.5,,,0.0,0.0,,,,0.0,0.0,0.86,0.02,,,,0.02,0.02,0.0
1,Alabama,27,Clay County,1985,13600.0,6020.0,21633.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,27,Clay County,1990,13250.0,0.0,15268.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,27,Clay County,1995,13550.0,0.0,15573.73,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.21,0.0,,0.0,,
1,Alabama,27,Clay County,2000,14254.000000000002,0.0,16282.150000000001,,,,0.0,0.0,,,,0.0,0.0,0.0,0.15,,,0.0,,,
1,Alabama,27,Clay County,2005,13964.0,,15997.14,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.14,,,,0.0,0.0,0.0
1,Alabama,27,Clay County,2010,13932.0,,15970.13,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.13,,,,0.0,0.0,0.0
1,Alabama,27,Clay County,2015,13555.0,,15598.17,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.17,,,,0.0,0.0,0.0
1,Alabama,29,Cleburne County,1985,12900.0,300.0,15215.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,29,Cleburne County,1990,12730.0,310.0,15060.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,29,Cleburne County,1995,13270.0,270.0,15566.76,0.07,0.76,0.0,0.82,0.0,0.0,0.0,0.0,,,0.0,,0.11,0.0,,0.0,,
1,Alabama,29,Cleburne County,2000,14123.0,300.0,16453.760000000002,,,,0.62,0.0,,,,0.0,0.0,0.0,0.14,,,0.0,,,
1,Alabama,29,Cleburne County,2005,14460.0,,16495.879999999997,0.0,,,0.71,0.0,,,,0.0,0.0,0.0,0.17,,,,0.0,0.0,0.0
1,Alabama,29,Cleburne County,2010,14972.000000000002,,17012.14,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.14,,,,0.0,0.0,0.0
1,Alabama,29,Cleburne County,2015,15017.999999999998,,17063.15,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.15,,,,0.0,0.0,0.0
1,Alabama,31,Coffee County,1985,40500.0,32930.0,75449.34,,,,2.34,,,0.0,,,,0.0,,,,,,,
1,Alabama,31,Coffee County,1990,40240.0,39830.0,82092.8,,,,0.8,,,0.0,,,,0.0,,,,,,,
1,Alabama,31,Coffee County,1995,42360.0,33700.0,78094.19000000002,5.37,0.65,0.0,0.77,0.0,0.0,0.0,0.0,,,0.0,,0.27,0.0,,0.13,,
1,Alabama,31,Coffee County,2000,43615.0,32708.0,78358.36,,,,3.0,0.0,,,,0.0,0.0,0.0,0.36,,,0.0,,,
1,Alabama,31,Coffee County,2005,45567.0,,47613.19,6.67,,,0.86,0.0,,,,0.0,0.0,0.0,0.36,,,,0.65,0.65,0.0
1,Alabama,31,Coffee County,2010,49948.0,,52000.46999999999,7.6,,,1.13,0.0,,,,0.0,0.0,0.0,0.34,,,,0.7,0.7,0.0
1,Alabama,31,Coffee County,2015,51211.00000000001,,53267.78,6.34,,,1.74,0.0,,,,0.0,0.0,0.0,0.34,,,,0.68,0.68,0.0
1,Alabama,33,Colbert County,1985,54300.0,14000.0,70321.01999999999,,,,2.02,,,0.0,,,,0.0,,,,,,,
1,Alabama,33,Colbert County,1990,51670.0,15180.0,68875.5,,,,1.5,,,0.0,,,,0.0,,,,,,,
1,Alabama,33,Colbert County,1995,52590.0,4000.0,58624.05999999999,0.45,0.39,0.0,1.02,0.0,0.0,0.0,0.0,,,0.0,,0.18,0.0,,3.02,,
1,Alabama,33,Colbert County,2000,54983.99999999999,4609.0,61630.469999999994,,,,3.0,0.0,,,,0.0,0.0,0.34,0.13,,,0.0,,,
1,Alabama,33,Colbert County,2005,54660.0,,56703.170000000006,1.29,,,0.87,0.0,,,,0.0,0.0,0.0,0.13,,,,0.94,0.94,0.0
1,Alabama,33,Colbert County,2010,54428.00000000001,,56474.69,0.57,,,0.21,0.0,,,,0.0,0.0,0.0,0.13,,,,0.89,0.89,0.0
1,Alabama,33,Colbert County,2015,54354.0,,56405.32,0.6,,,0.0,0.0,,,,0.0,0.0,0.0,0.16,,,,0.78,0.78,0.0
1,Alabama,35,Conecuh County,1985,16000.0,10560.0,28581.019999999997,,,,0.01,,,0.0,,,,0.01,,,,,,,
1,Alabama,35,Conecuh County,1990,14050.0,11120.0,27196.02,,,,0.01,,,0.0,,,,0.01,,,,,,,
1,Alabama,35,Conecuh County,1995,14020.0,9200.0,25253.030000000002,1.54,0.36,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,,0.12,0.0,,0.0,,
1,Alabama,35,Conecuh County,2000,14089.0,12680.0,28805.969999999998,,,,0.82,0.0,,,,0.0,0.0,0.06,0.09,,,0.0,,,
1,Alabama,35,Conecuh County,2005,13257.0,,15299.779999999999,1.6,,,0.0,0.0,,,,0.0,0.0,0.11,0.07,,,,0.0,0.0,0.0
1,Alabama,35,Conecuh County,2010,13228.0,,15275.869999999999,1.69,,,0.0,0.0,,,,0.0,0.0,0.0,0.06,,,,0.06,0.06,0.0
1,Alabama,35,Conecuh County,2015,12672.0,,14724.529999999997,1.32,,,0.0,0.0,,,,0.0,0.0,0.06,0.05,,,,0.05,0.05,0.0
1,Alabama,37,Coosa County,1985,11300.0,3110.0,16433.010000000002,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,37,Coosa County,1990,11060.0,0.0,13088.01,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,37,Coosa County,1995,11680.0,0.0,13713.269999999999,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.06,0.0,,0.0,,
1,Alabama,37,Coosa County,2000,12202.0,240.0,14480.1,,,,0.0,0.0,,,,0.0,0.0,0.06,0.04,,,0.0,,,
1,Alabama,37,Coosa County,2005,11162.0,,13205.160000000002,0.0,,,0.0,0.0,,,,0.0,0.0,0.11,0.03,,,,0.01,0.01,0.0
1,Alabama,37,Coosa County,2010,11539.000000000002,,13587.420000000002,0.3,,,0.0,0.0,,,,0.0,0.0,0.08,0.02,,,,0.01,0.01,0.0
1,Alabama,37,Coosa County,2015,10724.0,,12777.37,0.27,,,0.0,0.0,,,,0.0,0.0,0.08,0.02,,,,0.0,0.0,0.0
1,Alabama,39,Covington County,1985,37000.0,29330.0,68355.01000000001,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,39,Covington County,1990,36480.0,30340.0,68850.02,,,,0.01,,,0.0,,,,0.01,,,,,,,
1,Alabama,39,Covington County,1995,37460.0,29180.0,68680.43,3.67,0.62,0.0,0.78,0.0,0.0,0.0,0.0,,,0.01,,0.29,0.0,,0.06,,
1,Alabama,39,Covington County,2000,37631.0,33800.0,73471.74,,,,0.47,0.0,,,,0.0,0.0,0.01,0.26,,,0.0,,,
1,Alabama,39,Covington County,2005,37003.0,,39057.329999999994,4.38,,,0.43,0.0,,,,0.0,0.0,0.0,0.26,,,,2.13,2.13,0.0
1,Alabama,39,Covington County,2010,37765.0,,39821.880000000005,4.95,,,0.05,0.0,,,,0.0,0.0,0.05,0.25,,,,0.79,0.79,0.0
1,Alabama,39,Covington County,2015,37835.0,,39896.899999999994,4.09,,,0.0,0.0,,,,0.0,0.0,0.04,0.23,,,,1.27,1.27,0.0
1,Alabama,41,Crenshaw County,1985,13800.0,11590.0,27417.010000000002,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,41,Crenshaw County,1990,13650.0,11470.0,27152.010000000002,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,41,Crenshaw County,1995,13620.0,11940.0,27599.11,1.56,0.13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.22,0.0,,0.2,,
1,Alabama,41,Crenshaw County,2000,13665.0,12299.000000000002,28006.23,,,,0.0,0.0,,,,0.0,0.0,0.0,0.23,,,0.0,,,
1,Alabama,41,Crenshaw County,2005,13727.0,,15776.39,2.15,,,0.0,0.0,,,,0.0,0.0,0.0,0.24,,,,0.0,0.0,0.0
1,Alabama,41,Crenshaw County,2010,13905.999999999998,,15960.329999999998,2.05,,,0.0,0.0,,,,0.0,0.0,0.0,0.28,,,,0.0,0.0,0.0
1,Alabama,41,Crenshaw County,2015,13963.0,,16022.23,1.93,,,0.0,0.0,,,,0.0,0.0,0.0,0.3,,,,0.0,0.0,0.0
1,Alabama,43,Cullman County,1985,64200.0,4000.0,70229.03,,,,0.0,,,0.0,,,,0.03,,,,,,,
1,Alabama,43,Cullman County,1990,67610.0,4480.0,74124.12,,,,0.0,,,0.0,,,,0.12,,,,,,,
1,Alabama,43,Cullman County,1995,72490.0,0.0,74530.59,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,,,0.12,,0.94,0.0,,0.0,,
1,Alabama,43,Cullman County,2000,77483.0,0.0,79528.12,,,,0.0,0.0,,,,0.0,0.0,0.08,1.04,,,0.0,,,
1,Alabama,43,Cullman County,2005,79886.00000000001,,81938.89000000001,0.5,,,0.0,0.0,,,,0.0,0.0,0.04,1.13,,,,1.11,1.11,0.0
1,Alabama,43,Cullman County,2010,80406.0,,82464.12,0.48,,,0.43,0.0,,,,0.0,0.0,0.01,1.04,,,,1.08,1.08,0.0
1,Alabama,43,Cullman County,2015,82005.0,,84066.43000000001,0.31,,,0.74,0.0,,,,0.0,0.0,0.0,0.82,,,,0.28,0.28,0.0
1,Alabama,45,Dale County,1985,46100.0,41100.0,89231.01000000001,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,45,Dale County,1990,49630.0,44640.0,96306.01000000001,,,,0.01,,,0.0,,,,0.0,,,,,,,
1,Alabama,45,Dale County,1995,50000.0,33300.0,85352.60999999999,4.87,1.25,4.59,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.15,0.0,,0.75,,
1,Alabama,45,Dale County,2000,49129.0,36630.0,87805.14,,,,0.0,0.0,,,,0.0,0.0,0.0,0.14,,,0.0,,,
1,Alabama,45,Dale County,2005,48748.00000000001,,50808.74000000001,8.78,,,0.0,0.0,,,,0.0,0.0,0.0,0.14,,,,0.41,0.41,0.0
1,Alabama,45,Dale County,2010,50251.00000000001,,52315.820000000014,6.85,,,0.0,0.0,,,,0.0,0.0,0.05,0.18,,,,0.87,0.87,0.0
1,Alabama,45,Dale County,2015,49565.0,,51632.78,5.9,,,0.0,0.0,,,,0.0,0.0,0.05,0.17,,,,0.33,0.33,0.0
1,Alabama,47,Dallas County,1985,54700.0,38150.0,94883.78,,,,0.78,,,0.0,,,,0.0,,,,,,,
1,Alabama,47,Dallas County,1990,48130.0,40870.0,91039.0,,,,1.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,47,Dallas County,1995,48020.0,36750.0,86823.98000000001,8.4,0.84,0.0,0.36,0.0,0.0,0.0,0.0,,,0.0,,0.3,0.99,,0.09,,
1,Alabama,47,Dallas County,2000,46365.0,33777.0,82192.41999999998,,,,0.34,0.0,,,,0.0,0.0,0.28,0.15,,,1.65,,,
1,Alabama,47,Dallas County,2005,44366.00000000001,,46427.97000000001,6.6,,,0.0,0.0,,,,0.0,0.0,0.57,0.16,,,,0.82,0.82,0.0
1,Alabama,47,Dallas County,2010,43820.0,,45885.170000000006,5.9,,,0.14,0.0,,,,0.0,0.0,0.27,0.12,,,,0.37,0.37,0.0
1,Alabama,47,Dallas County,2015,41131.0,,43202.130000000005,5.91,,,0.24,0.0,,,,0.0,0.0,0.5,0.1,,,,0.69,0.69,0.0
1,Alabama,49,DeKalb County,1985,55200.0,4260.0,61495.53,,,,0.52,,,0.0,,,,0.01,,,,,,,
1,Alabama,49,DeKalb County,1990,54650.0,1580.0,58270.1,,,,0.1,,,0.0,,,,0.0,,,,,,,
1,Alabama,49,DeKalb County,1995,57270.0,11150.0,70468.59,1.22,0.68,0.0,0.99,0.0,0.0,0.0,0.0,,,0.0,,0.7,0.0,,0.0,,
1,Alabama,49,DeKalb County,2000,64452.0,3480.0,69983.71,,,,0.86,0.0,,,,0.0,0.0,0.02,0.83,,,0.0,,,
1,Alabama,49,DeKalb County,2005,67271.0,,69330.66,1.35,,,0.65,0.0,,,,0.0,0.0,0.04,0.96,,,,0.83,0.83,0.0
1,Alabama,49,DeKalb County,2010,71109.0,,73171.82000000002,0.81,,,0.77,0.0,,,,0.0,0.0,0.07,0.97,,,,0.1,0.1,0.0
1,Alabama,49,DeKalb County,2015,71130.0,,73197.91000000002,0.33,,,0.57,0.0,,,,0.0,0.0,0.04,0.99,,,,0.49,0.49,0.0
1,Alabama,51,Elmore County,1985,47400.0,20000.0,69437.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,51,Elmore County,1990,49210.0,28940.0,80192.0,,,,0.0,,,0.0,,,,0.0,,,,,,,
1,Alabama,51,Elmore County,1995,57070.0,30690.0,89810.23000000001,2.42,0.49,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.19,0.0,,0.13,,
1,Alabama,51,Elmore County,2000,65874.0,35200.0,103126.24,,,,0.0,0.0,,,,0.0,0.0,0.1,0.14,,,0.0,,,
1,Alabama,51,Elmore County,2005,73937.0,,75997.14000000001,2.17,,,0.0,0.0,,,,0.0,0.0,0.21,0.1,,,,0.33,0.33,0.0
1,Alabama,51,Elmore County,2010,79303.0,,81369.94,3.7,,,0.0,0.0,,,,0.0,0.0,0.32,0.08,,,,0.42,0.42,0.0
1,Alabama,51,Elmore County,2015,81468.0,,83540.96,2.68,,,0.0,0.0,,,,0.0,0.0,1.99,0.07,,,,0.61,0.61,0.0
1,Alabama,53,Escambia County,1985,36000.0,35710.0,73750.82,,,,0.78,,,0.0,,,,1.04,,,,,,,
1,Alabama,53,Escambia County,1990,35520.0,35160.0,72727.2,,,,1.0,,,0.0,,,,2.2,,,,,,,
1,Alabama,53,Escambia County,1995,36540.0,22650.0,61250.64000000001,4.77,1.04,0.0,1.3,0.0,0.0,0.0,0.0,,,2.2,,0.1,0.0,,2.23,,
1,Alabama,53,Escambia County,2000,38440.0,30451.0,70947.84000000001,,,,1.33,0.0,,,,0.0,0.0,1.44,0.07,,,0.0,,,
